timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2025-03-19T12:03:44,codecarbon,9189b10f-6e12-4688-b013-cb35a7019be7,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5144352910574526,2.399623320528885e-06,1.58450039740777e-06,5.0,0.0,3.0,2.1025050916553783e-06,0,1.260945173368479e-06,3.363450265023857e-06,India,IND,national capital territory of delhi,,,macOS-15.0.1-arm64-arm-64bit,3.11.8,2.8.3,8,Apple M1,,,77.2198,28.6327,8.0,machine,N,1.0
2025-03-19T12:03:47,codecarbon,ec620c13-9716-4c28-a9c5-a8ac6c3e9538,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.4670639999676496,2.3247156492925354e-06,1.5846041136199907e-06,5.0,0.0,3.0,2.0368015041135046e-06,0,1.2216538542027896e-06,3.2584553583162942e-06,India,IND,national capital territory of delhi,,,macOS-15.0.1-arm64-arm-64bit,3.11.8,2.8.3,8,Apple M1,,,77.2198,28.6327,8.0,machine,N,1.0
